Identity,text,header,type_of_tweet,screen_and_username,num_followers,num_friends,num_retweets,tweet_language,rumour_identification,,,
4895,#breaking  We have now heard that all airspace in the #Sydney city has been shut down. #martinplace #Lindt cafe http://t.co/GH9K75afmR,sydneysiege,1,news.com.au/newscomauHQ,169232,4176,190,en,0,,,
3632,Do follow us on @malaysiakini for the latest updates of the ill-fated #GermanWings http://t.co/9w8cZcIrwn http://t.co/NT2ugn0iEp,germanwings-crash,1,malaysiakini.com/malaysiakini,338251,30,56,en,1,,,
1204,#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M,charliehebdo,1,Lotte Leicht/LotteLeicht1,9185,3814,108,en,1,,,
2232,"If #MikeBrown is indeed the robber, where’s the red ball cap? Sandals? Stolen cigars? #ferguson",ferguson,1,Lisa Bloom/LisaBloom,32189,236,917,en,0,,,
432,Reports of shots fired north-east of Paris as French police pursue two suspected Charlie Hebdo gunmen in car chase http://t.co/FbUYubJDOY,charliehebdo,1,BBC Breaking News/BBCBreaking,12926155,3,1060,en,0,,,
289,"BREAKING NEWS 
R.I.P. Ahmed Merabet, #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/4W1VeBUsa0",charliehebdo,1,Walter Cronkite/CronkiteSays,19161,17143,158,en,0,,,
4165,#BREAKING: Shooting reported at the War Memorial in Ottawa,ottawashooting,1,CTV News/CTVNews,173189,339,134,en,1,,,
1027,"Why is terrorism international &amp; weapons from terrorists always Russian (Soviet) !? — TT @samiramoto

#JeSuisCharlie http://t.co/iSH566FPu2",charliehebdo,1,Silver Surfer/RobPulseNews,5893,302,101,en,1,,,
535,It is very disappointing to read about journalists objecting to the freedom of expression: http://t.co/mXA1gzuscB,charliehebdo,1,Nigel Farage/Nigel_Farage,177746,1249,264,en,1,,,
1559,"And do it GoT style, please RT @GRRM: Life advice. #JeSuisCharlie http://t.co/riVYZW5ZIh",charliehebdo,1,Lâm HUA/LamHua,24485,54,111,en,1,,,
993,Charlie Hebdo attack: minute's silence held for victims around the world http://t.co/BP9uXF8M7F http://t.co/3uDo93WC5K,charliehebdo,1,The Guardian/guardian,3090191,1083,179,en,1,,,
1187,"""Charlie Hebdo: 10 truths that ought to be self-evident but aren’t"" - Me in @spectator 
http://t.co/JgwY2xlmRn",charliehebdo,1,Nick Cohen/NickCohen4,29243,1154,161,en,1,,,
188,#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting' https://t.co/4yt6nafpIg http://t.co/f9N8Bjn68I,charliehebdo,1,FRANCE 24/FRANCE24,1258543,380,226,en,0,,,
2877,"The presence of police dogs in #Ferguson is, at the very least, culturally and historically insensitive.",ferguson,1,Antonio French/AntonioFrench,99802,1031,390,en,1,,,
5634,US soccer has a new First Couple: USWNT's Sydney Leroux &amp, KC's Dom Dwyer (22 goals in '14) http://t.co/qlX3bOQHEc (via @sydneyleroux),sydneysiege,1,Grant Wahl/GrantWahl,671257,1443,104,en,1,,
2412,"#Ferguson: protesters march peacefully, militarized police aim guns at them http://t.co/nelrA6qZQn pic: @ryanjreilly http://t.co/KgTFspqfrd",ferguson,1,Boing Boing/BoingBoing,192059,125,922,en,1,,,
5531,The #SydneySiege only works to sabotage the message Islam.,sydneysiege,1,Anwar Hadi/IniAnwarHadi,105601,297,108,en,1,,,
706,"Thoughts with those affected by #CharlieHebdo attack, particularly those brave #police colleagues killed in the line of duty. #policefamily",charliehebdo,1,ACPO/PoliceChiefs,20697,437,108,en,1,,,
4002,Attack on Parliament: Soldier shot, gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w,ottawashooting,1,The Globe and Mail/globeandmail,542809,415,214,en,0,,
270,Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen http://t.co/CVcFrESdld http://t.co/8EmDi6eZL3,charliehebdo,1,Sky News/SkyNews,1790449,17,219,en,0,,,
5622,"An Imam, a Rabbi and a priest have just held a joint prayer session for the hostages at Lakemba Mosque #sydneysiege http://t.co/XROqdTCPHt",sydneysiege,1,Tom Steinfort/tomsteinfort,15059,389,1034,en,1,,,
4732,MT @mashable #Uber intros surge pricing during #sydneysiege - http://t.co/ypP0wMtOON http://t.co/kbPubroomX,sydneysiege,1,Steve Herman/W7VOA,35028,2169,140,en,0,,,
2517,A young woman right before she was arrested because she wouldn't move... #Ferguson http://t.co/wP8iQUvemv,ferguson,1,Elon James White/elonjames,28608,521,138,en,1,,,
2650,"Whether it's a woman who has been raped or a black man gunned down, we live in a culture that blames non-white, non-male victims. #Ferguson",ferguson,1,Charles Clymer/cmclymer,17285,1865,358,en,1,,,
4802,"JUST IN: Two gunmen, dozen hostages inside cafe in Sydney, Australia. ISIS flags remain on display. - @KristyMayr7 http://t.co/p4GyCRobSa",sydneysiege,1,G.Alexander(BRKNEWS)/MajorNews911,7356,5721,143,en,0,,,
2087,Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B,ferguson,1,Twice Sifted/twice_sifted,249,598,117,en,0,,,
4503,"If you're in Ottawa and upset, scared, anxious about today's events, don't hesitate to call @DistressCentreO: 613-238-3311 #OttawaShooting",ottawashooting,1,Kathleen Pye/KathleenCanada,2007,2134,201,en,1,,,
111,Update - AFP reports at least five people have been taken hostage and one person wounded after shooting at kosher grocery in eastern #Paris,charliehebdo,1,Sky News Newsdesk/SkyNewsBreak,1379332,6,258,en,0,,,
1170,"Stop hijacking our faith you crazed murderers!

Thoughts and prayers with victims &amp; their families.

 #Charliehebdo",charliehebdo,1,Mariam Veiszadeh/MariamVeiszadeh,13411,1329,243,en,1,,,
1391,Response to horrific #CharlieHebdo murders should be to protect civil liberties not limit them. Not an excuse for more mass surveillance.,charliehebdo,1,Open Rights Group/OpenRightsGroup,26885,5053,147,en,1,,,
2594,Your friendly local police department. Protect and Serve. #Ferguson http://t.co/LIUfLlnXXK,ferguson,1,Paul Joseph Watson/PrisonPlanet,63833,139,209,en,1,,,
220,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo,charliehebdo,1,BBC Breaking News/BBCBreaking,12927444,3,442,en,0,,,
4409,#BREAKING US Embassy in Ottawa on lockdown due to shooting at Parliament Hill,ottawashooting,1,David Muir/DavidMuir,151684,983,140,en,1,,,
627,People worldwide are breaking out their pens to pay tribute to #CharlieHebdo shooting victims: http://t.co/wDdqaVkYev http://t.co/TtlxaVvUF8,charliehebdo,1,CNN/CNN,15392087,1038,1527,en,1,,,
4889,"There are reportedly 13 hostages in the siege at Martin Place, Sydney CBD - watch us live for continuous updates",sydneysiege,1,ABC News 24/ABCNews24,170318,1421,298,en,0,,,
3012,"After #Ferguson shooting, nearly half of Americans don’t believe in justice – poll http://t.co/oAz3qywdsV http://t.co/psxx3YvVlF",ferguson,1,Anonymous/occupythemob,66926,26401,234,en,1,,,
83,"Three attackers being hunted for assault on French magazine #CharlieHebdo, French interior minister says http://t.co/F7ZB9JXIfe",charliehebdo,1,BBC Breaking News/BBCBreaking,12908334,3,566,en,0,,,
3209,"The whistleblower said they would often have ""Black day"" or ""tan day"" to just arrest Black or Brown people by the #StLouis PD. #Ferguson",ferguson,1,Dr. Goddess/drgoddess,17596,5078,548,en,1,,,
790,Remember this? Those men died for our right to freedom of speech. Don't let that sacrifice be in vain. #CharlieHebdo http://t.co/vXzD9am4Zq,charliehebdo,1,Julia Hartley-Brewer/JuliaHB1,22212,121,206,en,1,,,
2654,Keep your eyes on @ryanjreilly 's tweets. The @HuffingtonPost journalist is on the ground in #Ferguson right now. http://t.co/ZySW8vhnkp,ferguson,1,Anonymous/YourAnonNews,1294806,862,273,en,1,,,
461,"BREAKING: Suspects in #CharlieHebdo shooting ""still free"" and ""heavily armed,"" French Prime Minister says. http://t.co/ecqWtDAaqc",charliehebdo,1,CNN International/cnni,3027476,389,217,en,1,,,
5098,"BREAKING: Police storm Sydney siege cafe, heavy gunfire heard: Reuters witness and live TV pictures",sydneysiege,1,Reuters Top News/Reuters,5637513,1043,496,en,0,,,
3382,Germanwings flight #4U9525 (registration D-AIPX) was lost from Flightradar24 at 6800 feet at 09.39 UTC time. http://t.co/vZaQMUlLaZ,germanwings-crash,1,Flightradar24/flightradar24,213060,368,2773,en,0,,,
551,"Rushdie: ""Religion, a mediaeval form of unreason, when combined with modern weaponry becomes a real threat to our freedoms"" #CharlieHebdo",charliehebdo,1,Josh Glancy/joshglancy,907,346,637,en,1,,,
1964,"""This is an extremist element. This is not Islam"" - No 10 #CharlieHebdo",charliehebdo,1,norman smith/BBCNormanS,50015,988,119,en,1,,,
2918,She gets it. Why can't everyone else? #Ferguson #Equality #MikeBrown http://t.co/bIqHPWfdtf,ferguson,1,X/XLNB,2420,1764,1295,en,1,,,
4377,"RCMP advises if you are in downtown Ottawa ""to stay away from windows and off roofs due to ongoing police incident. """,ottawashooting,1,CTV News/CTVNews,167380,339,197,en,1,,,
198,"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B",charliehebdo,1,RT/RT_com,843768,460,101,en,0,,,
5639,"Photos, video and live updates from the #Sydneysiege, where hostages have been held in cafe: http://t.co/DjpBDo9Rhv http://t.co/lJZVbVhDxD",sydneysiege,1,Wall Street Journal/WSJ,5446015,968,155,en,1,,,
5413,Gunfire and explosions were heard at the cafe moments after a group of hostages ran from the building. #sydneysiege http://t.co/XIraAG7atA,sydneysiege,1,Sky News/SkyNews,1731377,17,191,en,1,,,
402,A French police officer said that the suspected Charlie Hebdo gunmen said they seek to “die as martyrs” http://t.co/cQZezwr4sl,charliehebdo,1,The New York Times/nytimes,14704389,961,174,en,0,,,
4970,Five free but an unknown number remain trapped in dramatic siege in Sydney: http://t.co/VUVPPrKuDc #sydneysiege http://t.co/oHEoDf8r3H,sydneysiege,1,CNN International/cnni,2926999,385,498,en,0,,,
4050,"OTTAWA SHOOTING
- Soldier shot at memorial
- Gunfire in Parliament
- PM safe, will speak later today http://t.co/DkNJOduorR",ottawashooting,1,HuffPost Canada/HuffPostCanada,117549,2811,165,en,0,,,
4877,This black flag bearing Arabic script was held up by two hostages in the cafe. #sydneysiege http://t.co/kB72LEg5vr http://t.co/eJy7shdnlS,sydneysiege,1,Sky News/SkyNews,1732235,17,155,en,0,,,
5523,Police are requesting that no photos are shared on social media #MartinPlaceSiege #SydneySiege #MartinPlace,sydneysiege,1,Nova 96.9/nova969,58470,1455,215,en,1,,,
2687,#MikeBrown deserves to have these pictures circulating. Contribute to the movement #Ferguson #IfTheyGunnedMeDown http://t.co/Y5SvBwnAqD,ferguson,1,#PHirstDSTination2/Ladyy_Rhe,1328,1053,16614,en,1,,,
3542,#Lufthansa tweets on #Germanwings #4U9525 crash - LIVE UPDATES http://t.co/zU6hn03xzU http://t.co/k0jbLmv84k,germanwings-crash,1,RT/RT_com,891868,482,104,en,1,,,
5174,Religious leaders meet at Lakemba mosque in Sydney to pray for hostages  #sydneysiege http://t.co/rOWfHfNmkf,sydneysiege,1,Mina/mina_ysf,17326,16953,813,en,1,,,
650,I join mass posting of cartoons in solidarity with #CharlieHebdo. We will not be intimidated. #JeSuisCharlie @newint http://t.co/IvQEuKUGc0,charliehebdo,1,Peter Tatchell/PeterTatchell,52292,1615,106,en,1,,,
4639,We can see people coming out a firedoor near the Lindt cafe to waiting police. 2-3 people. Hard to see. #sydneysiege,sydneysiege,1,Lucy Carter/lucethoughts,16012,1437,124,en,0,,,
708,Journalists in Beijing gather for #JeSuisCharlie photo. Police are not pleased http://t.co/JzgjhtaD88 (AFP) http://t.co/RKBmlSDygM,charliehebdo,1,Josh Chin 李肇华/joshchin,17618,1508,226,en,1,,,
3742,"MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: http://t.co/uFsW7vHPRi",ottawashooting,1,The Associated Press/AP,4229711,7366,256,en,0,,,
5228,Australia's reaction to the #sydneysiege is magnificent http://t.co/Lq0VjkWreY #illridewithyou http://t.co/p50KHIf47N,sydneysiege,1,The Independent/Independent,937453,1766,184,en,1,,,
3333,"Airbus passenger plane crashed in French Alps said to belong to Lufthansa subsidiary Germanwings, flying Barcelone-Dusseldorf",germanwings-crash,1,Marc Burleigh/marcburleigh,3200,2151,27,en,0,,,
5113,Because narcissism doesn't take a break @mkarolian These people are taking selfies on scene of the #sydneysiege http://t.co/7Zbkojftye,sydneysiege,1,Sam Bonfante /sambonfante,11162,136,107,en,1,,,
3737,Statement from Ottawa Hospital: received 3 patients. 2 in stable condition. http://t.co/zu5hYPrGDL,ottawashooting,1,amy minsky/amyminsky,4313,1597,144,en,0,,,
2436,"""Activists"" call #Ferguson PD ""pigs,"" ""racist,"" ""apartheid,"" and ""occupiers'--then ask why so few young blacks apply to become cops.
#tcot",ferguson,1,Larry Elder/larryelder,50981,6075,113,en,1,,,
1424,Solidarity with Charlie Hebdo. http://t.co/gvLp0NwLax,charliehebdo,1,Jamie Palmer/jacobinism,2318,1825,334,en,1,,,
1216,Islam is not the enemy. Muslims are not the enemy. #hatecannotdriveouthate #jesuischarlie,charliehebdo,1,Jose Antonio Vargas/joseiswriting,52989,9846,217,en,1,,,
4423,Ottawa shootings: check out the Breaking News Handbook from @onthemedia: http://t.co/CBUZXVQBLg http://t.co/RYj8Ktquu4,ottawashooting,1,Jackson Couse/jacksoncouse,358,182,289,en,1,,,
1924,"As we speak, with quiet resolve, Gazza is loading his car with chicken and a fishing rod and planning his route to Dammartin-en-Goele",charliehebdo,1,Dan Rebellato/DanRebellato,11436,1011,153,en,1,,,
2550,Cops are forcing us to move even as legally we have the right to stand on the  sidewalk... #Ferguson,ferguson,1,Elon James White/elonjames,28686,521,295,en,1,,,
4665,The first official statement from @nswpolice regarding the #SydneySiege. http://t.co/syPmr0LPcZ,sydneysiege,1,The Australian/australian,230572,395,236,en,0,,,
1738,#France has a problem (and quite a serious one) #CharlieHebdo http://t.co/H15l2ARF3d,charliehebdo,1,Abel Riu/abelicc,1356,1295,113,en,1,,,
314,"#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) http://t.co/LdSF5QeCiv #CharlieHebdo",charliehebdo,1,FRANCE 24/FRANCE24,1256888,379,150,en,0,,,
3361,Terrible news... Airbus A320 from Barcelona to Dusseldorf has crashed in France (Germanwings Flight 9525). http://t.co/C3zpWZ5bIF,germanwings-crash,1,Chef/champ_ian,11062,233,26,en,0,,,
2187,Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson,ferguson,1,Lawrence O'Donnell/Lawrence,250431,283,310,en,0,,,
3116,9 Powerful Photos That Show #Ferguson Is Pretty Much Being Treated Like A War Zone http://t.co/LXKipJ2I6Q,ferguson,1,Alyssa Milano/Alyssa_Milano,2716468,1417,120,en,1,,,
1427,#CharlieHebdo: Love is stronger than hate. http://t.co/23KHz2OsH3,charliehebdo,1,Jane Bradley/jane__bradley,6728,979,485,en,1,,,
4362,#BREAKING: Police asking media to RUN and get away. This is still active shooting. Reports of police with guns drawn @RideauCentre #ottnews,ottawashooting,1,580 CFRA/CFRAOttawa,19009,105,149,en,1,,,
4624,Uber Is Allegedly Charging Passengers $100 Minimum During Sydney Siege http://t.co/6GYtqylMUt via @braddybb,sydneysiege,1,BuzzFeed Australia/BuzzFeedOz,15343,753,138,en,0,,,
5187,"CAN YALL STOP SAYING ""THANK GOD 5SOS ISNT IN SYDNEY"" LIKE DO YOU RELISE HOW IGNORANT YOU SOUND THINK ABOUT THE HOSTAGES NOT A FUCKING BAND",sydneysiege,1,mackenzie/hearteyeniall,5147,378,687,en,1,,,
4096,Cpl. Nathan Cirillo identified as victim of #ottawashooting at National War Memorial http://t.co/EhkRJEKpuu http://t.co/2xTzLKoltL,ottawashooting,1,The Globe and Mail/globeandmail,543081,415,314,en,0,,,
113,JUST IN: A separate shooting and hostage situation at a supermarket in eastern Paris has been reported ... developing,charliehebdo,1,CBS News/CBSNews,3493105,413,186,en,0,,,
960,If these fuckers in Paris didn't have hostages if AC130 them bitches.,charliehebdo,1,Tom Syndicate/ProSyndicate,1520904,437,134,en,1,,,
5265,"Remember, Sydney terrorists have nothing to do with Islam. Now, can someone please translate this flag they're using? http://t.co/ywd9JAmZ0A",sydneysiege,1,Ali A. Rizvi/aliamjadrizvi,11935,282,1135,en,1,,,
2997,How can trust the profiling skills of the chief on a boy he never met but couldn't pick up the psychopath he worked with #ferguson,ferguson,1,jamalbryant/jamalhbryant,184738,212,105,en,1,,,
1114,"That Charlie Hebdo's journalists are determined to bring out the next issue on time is rare courage, reminiscent of Cantor Fitzergald",charliehebdo,1,Ashok Malik/MalikAshok,46334,331,112,en,1,,,
4600,"WATCH: The moment two women escaped the #sydneysiege.
https://t.co/WeFAZGu5Fm",sydneysiege,1,Sky News Australia/SkyNewsAust,150843,84767,382,en,0,,,
5801,"#SydneySiege is likely being carried out by a 'lone wolf' with minimal links to organized terror groups, expert says http://t.co/mFayhCVfpy",sydneysiege,1,Wall Street Journal/WSJ,5445503,968,139,en,1,,,
4753,"Heya @espn can you put ""Hostage crisis in Sydney. Islamist flag held in window"" on your crawl so Obama sees it? Thanks.",sydneysiege,1,S.M/redsteeze,15432,1470,260,en,0,,,
684,Strongly condemn the attack on #CharlieHebdo. There is no justification for this brutal act. My thoughts are with the families of victims.,charliehebdo,1,Ashraf Ghani/ashrafghani,68817,8,111,en,1,,,
4716,BREAKING: Hostages held in downtown Sydney cafe, Islamic flag displayed - http://t.co/1L9s58F6mY,sydneysiege,1,CBS News/CBSNews,3450411,413,295,en,0,,
4328,"Yet again, sadly, evidence of just how brave our Forces &amp; Police folks are. What courage it takes to rush in when others rush out. #Ottawa",ottawashooting,1,Jonathan Torrens/TorrensJonathan,32438,1920,264,en,1,,,
5701,If you're taking selfies in #MartinPlace at the site of the #sydneysiege then... I... just... just don't.,sydneysiege,1,The Project/theprojecttv,246634,448,188,en,1,,,
1881,Police marksmen take up position at scene of hostage situation: http://t.co/4ZB2A3eKb1 #CharlieHebdo http://t.co/e9tE2iZdGR,charliehebdo,1,Wall Street Journal/WSJ,5587470,976,146,en,1,,,
